year,selling_price,km_driven,fuel,seller_type,transmission,owner,selling_price
2015,335000.0,120000,1,0,0,0,335000.0
2008,46900.0,90000,0,0,0,1,46900.0
2013,388600.0,25000,1,0,0,2,388600.0
2012,107200.0,70000,2,0,0,1,107200.0
2018,301500.0,6000,0,0,0,0,301500.0
2010,107200.0,36000,0,0,0,0,107200.0
2016,509200.00000000006,49000,1,0,0,0,509200.00000000006
2015,201000.0,22000,0,0,0,0,201000.0
1998,33500.0,35000,3,0,0,1,33500.0
2019,536000.0,24000,1,0,0,0,536000.0
2018,455600.0,20000,1,0,0,0,455600.0
2009,56950.0,50000,3,0,0,1,56950.0
2016,871000.0,70000,1,0,0,0,871000.0
2016,335000.0,60000,0,0,0,0,335000.0
2015,2345000.0,35000,1,0,1,0,2345000.0
2008,97150.0,60000,0,0,0,0,97150.0
2013,201000.0,60000,1,0,0,0,201000.0
2017,402000.0,60000,1,0,0,1,402000.0
2015,268000.0,70000,0,0,0,1,268000.0
2007,87100.0,135000,0,0,0,1,87100.0
2001,30150.0,72539,0,0,0,1,30150.0
2017,429470.0,25000,0,0,0,0,429470.0
2015,435500.0,50000,1,0,0,0,435500.0
2020,525280.0,101,1,1,0,4,525280.0
2020,425450.0,101,0,1,0,4,425450.0
2020,670000.0,101,1,1,0,4,670000.0
2015,331650.0,52328,1,1,0,0,331650.0
2013,217080.0,30000,0,0,0,0,217080.0
2016,1407000.0,91505,1,1,1,0,1407000.0
2018,134000.0,35000,0,0,0,0,134000.0
2015,214400.0,60000,1,0,0,0,214400.0
2015,201000.0,20500,0,0,0,0,201000.0
2013,120600.0,200000,1,0,0,0,120600.0
2008,335000.0,154000,1,0,0,2,335000.0
2011,204350.0,120000,0,0,0,1,204350.0
2009,83750.0,50000,0,0,0,3,83750.0
2015,536000.0,135000,1,0,0,0,536000.0
2009,281400.0,100000,1,0,0,0,281400.0
2017,586250.0,40000,1,0,0,0,586250.0
2014,388600.0,70000,1,0,0,0,388600.0
2011,234500.0,133000,1,0,0,1,234500.0
2004,80400.0,110000,0,0,0,1,80400.0
2013,100500.0,180000,1,0,0,2,100500.0
2013,435500.0,120000,1,0,0,0,435500.0
2010,150750.0,80000,0,0,0,1,150750.0
2014,268000.0,15000,0,0,1,0,268000.0
2005,167500.0,70000,0,0,0,0,167500.0
2008,80400.0,41723,0,0,0,1,80400.0
2010,167500.0,70000,0,0,0,0,167500.0
2012,117250.0,20000,0,0,0,1,117250.0
2013,301500.0,1000,1,1,0,1,301500.0
2018,395300.0,26350,1,1,0,0,395300.0
2015,150750.0,68745,1,1,0,0,150750.0
2016,603000.0,47000,1,0,0,0,603000.0
2017,251250.00000000003,27289,0,1,1,0,251250.00000000003
2016,214400.0,24662,0,1,0,0,214400.0
2013,351750.0,37000,1,1,0,0,351750.0
2014,435500.0,28245,1,1,0,0,435500.0
2017,385250.0,27005,1,1,0,0,385250.0
2014,237850.0,39227,0,1,0,0,237850.0
2016,314900.0,31367,1,1,0,0,314900.0
2008,148070.0,35008,0,1,0,0,148070.0
2009,130650.00000000001,27005,0,1,0,0,130650.00000000001
2004,60300.0,100005,0,1,0,1,60300.0
2013,388600.0,45264,1,1,0,0,388600.0
2014,217750.0,39093,0,1,0,0,217750.0
2013,331650.0,45241,0,1,0,0,331650.0
2014,194300.0,12000,0,1,0,0,194300.0
2018,251250.00000000003,2769,0,1,0,0,251250.00000000003
2011,141370.0,43128,1,1,0,0,141370.0
2010,180900.0,110000,0,0,0,1,180900.0
2004,46900.0,50000,0,0,0,1,46900.0
2010,150750.0,60000,0,0,0,1,150750.0
2014,281400.0,70000,1,0,0,2,281400.0
2015,187600.0,22255,0,0,0,0,187600.0
2013,268000.0,59213,0,0,0,0,268000.0
2015,569500.0,55000,1,0,0,0,569500.0
2011,368500.0,80000,1,0,0,0,368500.0
2011,368500.0,80000,1,0,0,0,368500.0
2018,670000.0,40000,1,0,0,0,670000.0
2014,234500.0,170000,1,0,0,0,234500.0
2011,234500.0,170000,1,0,0,1,234500.0
2007,113900.0,70000,0,0,0,2,113900.0
2020,555429.3300000001,1010,0,1,0,4,555429.3300000001
2020,749730.0,1010,0,1,0,4,749730.0
2020,499820.00000000006,1111,0,1,0,4,499820.00000000006
2020,690100.0,1010,0,1,0,4,690100.0
2020,893780.0,1010,1,1,0,4,893780.0
2020,544039.3300000001,1010,0,1,0,4,544039.3300000001
2020,891770.0,1010,1,1,0,4,891770.0
2020,570840.0,1010,0,1,0,4,570840.0
2006,30150.0,120000,1,0,0,1,30150.0
2013,288100.0,70000,1,0,0,2,288100.0
2011,93800.0,60000,1,0,0,1,93800.0
2015,556100.0,70000,1,0,0,0,556100.0
2009,274699.33,110000,1,0,0,1,274699.33
2012,127300.00000000001,80000,1,0,0,2,127300.00000000001
2007,134000.0,80000,0,0,0,1,134000.0
2006,80400.0,110000,0,0,0,1,80400.0
2019,569500.0,50000,1,0,0,0,569500.0
2011,63650.00000000001,115000,1,0,0,3,63650.00000000001
2013,142710.0,80000,0,0,0,0,142710.0
2018,442200.0,25000,1,0,0,0,442200.0
2017,278050.0,48965,0,1,0,0,278050.0
2019,737000.0,5166,0,1,0,4,737000.0
2012,435500.0,76290,1,1,0,0,435500.0
2016,649899.3300000001,70000,1,0,1,1,649899.3300000001
2016,837500.0,35000,1,0,0,0,837500.0
2017,479050.0,25000,1,0,1,0,479050.0
2017,479050.0,25000,1,0,1,0,479050.0
2016,378550.0,47000,1,1,0,0,378550.0
2013,412050.0,45766,1,0,0,1,412050.0
2007,133330.0,78771,1,1,0,1,133330.0
2010,217750.0,79357,1,1,0,0,217750.0
2012,274699.33,28000,1,0,0,0,274699.33
2012,335000.0,72000,1,1,1,1,335000.0
2011,150750.0,76736,1,1,0,1,150750.0
2007,90450.0,70000,0,0,0,1,90450.0
2012,502500.00000000006,80000,1,0,1,1,502500.00000000006
2009,103850.0,60000,3,0,0,1,103850.0
2012,224450.0,77000,1,1,0,2,224450.0
2005,77049.33,92645,1,1,0,3,77049.33
2007,468330.0,101849,1,1,0,1,468330.0
2004,73700.0,120000,1,0,0,3,73700.0
2012,201000.0,80000,0,0,0,0,201000.0
2014,469000.0,70000,1,0,0,1,469000.0
2017,469000.0,120000,1,0,0,0,469000.0
2013,140700.0,42000,0,0,0,2,140700.0
2012,402000.0,120000,1,0,0,2,402000.0
2012,120600.0,155836,1,0,0,1,120600.0
2011,147400.0,59000,0,0,0,1,147400.0
2009,46900.0,60000,0,0,0,0,46900.0
2018,636500.0,70000,1,0,0,1,636500.0
2014,536000.0,20000,1,0,0,0,536000.0
2012,469000.0,120000,1,0,0,2,469000.0
2016,177550.0,40000,0,0,0,0,177550.0
2011,117250.0,90000,1,0,0,2,117250.0
2012,174200.0,89000,1,0,0,1,174200.0
2013,636500.0,80000,1,0,0,2,636500.0
2009,167500.0,200000,1,0,0,3,167500.0
2015,422100.0,50000,1,0,0,0,422100.0
2012,23450.0,35000,0,0,0,2,23450.0
2013,301500.0,1000,1,1,0,1,301500.0
2018,2546000.0,10000,1,1,1,0,2546000.0
2013,1058600.0,86000,1,1,1,0,1058600.0
2019,3316500.0,30000,1,1,1,0,3316500.0
2016,358450.0,52600,1,0,0,0,358450.0
2012,150750.0,110000,0,0,0,1,150750.0
2017,368500.0,19890,0,1,1,0,368500.0
2016,448900.0,7104,0,2,0,0,448900.0
2015,418750.0,11918,0,2,0,0,418750.0
2017,348400.0,10510,0,1,1,0,348400.0
2016,160130.0,41000,0,1,0,0,160130.0
2017,1742000.0,47162,1,2,1,0,1742000.0
2015,502500.00000000006,45974,1,2,0,0,502500.00000000006
2012,154099.33000000002,49824,0,1,0,0,154099.33000000002
2013,871000.0,58500,1,1,1,0,871000.0
2005,53600.0,56580,0,1,0,0,53600.0
2012,257950.00000000003,52000,1,1,0,0,257950.00000000003
2015,509200.00000000006,55340,0,2,0,0,509200.00000000006
2017,402000.0,46507,1,2,0,0,402000.0
2014,221100.0,200000,1,0,0,2,221100.0
2009,100500.0,120000,0,0,0,0,100500.0
2008,70350.0,90000,1,0,0,0,70350.0
2013,123950.00000000001,65000,1,0,0,0,123950.00000000001
2014,174200.0,50000,1,0,0,0,174200.0
2012,301500.0,33000,1,0,0,0,301500.0
2016,335000.0,38000,0,0,0,0,335000.0
2012,174200.0,40000,0,0,0,0,174200.0
2012,177550.0,55000,1,0,0,1,177550.0
2017,536000.0,26000,1,0,0,1,536000.0
2016,582899.3300000001,80000,1,0,0,0,582899.3300000001
2018,462300.0,40000,0,0,0,0,462300.0
2011,552750.0,120000,1,0,0,0,552750.0
2006,107200.0,63230,0,0,0,1,107200.0
2006,201000.0,120000,1,0,0,1,201000.0
2005,67000.0,100000,0,0,0,2,67000.0
2015,355100.0,77000,1,0,0,1,355100.0
2016,241200.0,30000,0,0,0,0,241200.0
2015,147400.0,40000,0,0,0,0,147400.0
2017,119260.0,35000,0,0,0,0,119260.0
2018,345050.0,5000,1,0,0,0,345050.0
2014,201000.0,35000,0,0,0,0,201000.0
2008,70350.0,90000,1,0,0,0,70350.0
2013,123950.00000000001,65000,1,0,0,0,123950.00000000001
2012,100500.0,80000,1,0,0,1,100500.0
2014,174200.0,50000,1,0,0,0,174200.0
2012,301500.0,33000,1,0,0,0,301500.0
2016,335000.0,38000,0,0,0,0,335000.0
2012,174200.0,40000,0,0,0,0,174200.0
2012,177550.0,55000,1,0,0,1,177550.0
2017,502500.00000000006,15000,0,0,0,0,502500.00000000006
2017,536000.0,26000,1,0,0,1,536000.0
2016,582899.3300000001,80000,1,0,0,0,582899.3300000001
2012,636500.0,80000,1,0,0,0,636500.0
2018,462300.0,40000,0,0,0,0,462300.0
2011,552750.0,120000,1,0,0,0,552750.0
2013,113900.0,70000,0,0,0,0,113900.0
2006,107200.0,63230,0,0,0,1,107200.0
2006,201000.0,120000,1,0,0,1,201000.0
2015,211050.0,45000,0,0,0,1,211050.0
2006,60300.0,40000,0,0,0,1,60300.0
2005,67000.0,100000,0,0,0,2,67000.0
2008,43550.0,110000,0,0,0,2,43550.0
2012,209040.0,90000,1,0,0,1,209040.0
2018,469000.0,25000,1,0,0,0,469000.0
2005,100500.0,47000,0,0,0,0,100500.0
2013,301500.0,60000,1,0,0,0,301500.0
2010,154099.33000000002,120000,1,0,0,1,154099.33000000002
2008,74370.0,120000,1,0,0,0,74370.0
2012,167500.0,140000,1,0,0,1,167500.0
2019,502500.00000000006,1001,1,1,0,0,502500.00000000006
2017,518580.00000000006,1758,0,1,1,0,518580.00000000006
2018,476370.0,1452,0,1,1,0,476370.0
2017,402000.0,35122,1,1,0,0,402000.0
2015,304850.0,92621,1,1,0,0,304850.0
2015,150750.0,92198,0,1,0,1,150750.0
2019,435500.0,5000,1,0,0,0,435500.0
2013,134000.0,50000,0,0,0,0,134000.0
2016,586250.0,74000,1,0,1,0,586250.0
2017,502500.00000000006,40000,1,0,1,0,502500.00000000006
2019,485750.0,22000,1,0,1,0,485750.0
2007,67000.0,100000,0,0,0,1,67000.0
2019,737000.0,40000,1,0,0,0,737000.0
2017,1809000.0,30000,1,0,1,0,1809000.0
2016,187600.0,23000,0,0,0,0,187600.0
2009,100500.0,30000,1,0,0,0,100500.0
2010,134000.0,50000,0,0,0,0,134000.0
2010,99160.0,100000,1,0,0,1,99160.0
2011,170849.33000000002,70000,0,0,0,1,170849.33000000002
2013,241200.0,60000,0,0,0,1,241200.0
2006,63650.00000000001,90000,0,0,0,1,63650.00000000001
2007,123950.00000000001,230000,1,0,0,1,123950.00000000001
2012,123950.00000000001,40000,1,0,0,0,123950.00000000001
2019,201000.0,15000,0,0,0,0,201000.0
2018,536000.0,40000,0,0,0,0,536000.0
2000,40200.0,50000,0,0,0,0,40200.0
2010,53600.0,50000,0,0,0,1,53600.0
2018,335000.0,8000,0,0,0,0,335000.0
2013,167500.0,35000,0,0,0,0,167500.0
2010,167500.0,80000,1,0,0,0,167500.0
2005,83750.0,50000,0,0,0,1,83750.0
2002,67000.0,80000,0,0,0,3,67000.0
2010,321600.0,90000,1,0,0,0,321600.0
2018,214400.0,30000,0,0,0,1,214400.0
2010,87100.0,70000,0,0,0,1,87100.0
2006,38190.0,80000,1,0,0,1,38190.0
2005,50250.0,60000,0,0,0,0,50250.0
2003,40200.0,35000,0,0,0,0,40200.0
2008,83750.0,70000,0,0,0,0,83750.0
2004,70350.0,100000,0,0,0,2,70350.0
2008,83750.0,152000,3,0,0,1,83750.0
1998,46230.0,70000,0,0,0,1,46230.0
2012,87100.0,90000,1,0,0,1,87100.0
2019,422100.0,40000,0,0,0,0,422100.0
2016,221100.0,50000,0,0,0,1,221100.0
2014,227800.0,15000,0,0,0,1,227800.0
2006,40200.0,120000,0,0,0,2,40200.0
2014,368500.0,78322,1,0,0,0,368500.0
2014,321600.0,110000,1,0,0,1,321600.0
2013,211050.0,80000,1,0,0,1,211050.0
2012,110550.0,120000,1,0,0,0,110550.0
2016,113900.0,125000,0,0,0,0,113900.0
2018,368500.0,8000,0,0,0,0,368500.0
2018,311550.0,13000,0,0,0,0,311550.0
2012,80400.0,80000,1,0,0,2,80400.0
2008,147400.0,54309,0,0,0,0,147400.0
2011,120600.0,70000,1,0,0,1,120600.0
2006,100500.0,34600,0,0,0,2,100500.0
2016,348400.0,25000,0,0,0,0,348400.0
2013,288100.0,80000,1,0,0,2,288100.0
2009,201000.0,55000,1,0,0,1,201000.0
2020,670000.0,5000,1,0,0,0,670000.0
2017,485750.0,30000,1,0,0,0,485750.0
2011,335000.0,31000,1,0,0,0,335000.0
2011,167500.0,50000,0,0,0,0,167500.0
2018,469000.0,38217,1,0,0,0,469000.0
2011,123950.00000000001,50000,0,0,0,2,123950.00000000001
2011,134000.0,120000,1,0,0,0,134000.0
2004,211050.0,110000,1,0,0,2,211050.0
2019,737000.0,40000,1,0,0,0,737000.0
2001,34840.0,50000,0,0,0,2,34840.0
2017,402000.0,10000,0,0,0,0,402000.0
2019,1139000.0,10000,1,0,0,0,1139000.0
2015,302170.0,100000,1,0,0,0,302170.0
2016,247900.00000000003,60000,0,0,0,0,247900.00000000003
2017,1809000.0,30000,1,0,1,0,1809000.0
2016,187600.0,23000,0,0,0,0,187600.0
2017,234500.0,30000,0,0,0,0,234500.0
2011,167500.0,50000,0,0,0,0,167500.0
2014,137349.33000000002,25000,0,0,0,1,137349.33000000002
2019,335000.0,15000,0,0,0,0,335000.0
2009,100500.0,30000,1,0,0,0,100500.0
2010,117250.0,45000,0,0,0,1,117250.0
2009,113900.0,44800,0,0,0,1,113900.0
2010,134000.0,50000,0,0,0,0,134000.0
2018,536000.0,52000,1,0,0,0,536000.0
2017,804000.0,50000,1,0,1,0,804000.0
2008,268000.0,35000,0,0,0,1,268000.0
2010,99160.0,100000,1,0,0,1,99160.0
2014,134000.0,100000,1,0,0,0,134000.0
2016,190280.0,40000,1,0,0,1,190280.0
2007,53600.0,60000,0,0,0,2,53600.0
2014,113900.0,77000,0,0,0,0,113900.0
2011,100500.0,60000,0,0,0,0,100500.0
2010,73700.0,77073,0,0,0,1,73700.0
2016,268000.0,70000,1,0,0,0,268000.0
2013,184250.0,90000,3,0,0,1,184250.0
2013,536000.0,186000,1,0,0,2,536000.0
2014,368500.0,90000,1,0,0,0,368500.0
2007,83750.0,100000,0,0,0,1,83750.0
2010,90450.0,80000,0,0,0,1,90450.0
2012,233830.0,150000,1,0,0,0,233830.0
2014,306860.0,80000,1,0,0,0,306860.0
2018,201000.0,35000,0,0,0,0,201000.0
2008,63650.00000000001,70000,0,0,0,0,63650.00000000001
2018,569500.0,50000,1,0,0,0,569500.0
2019,502500.00000000006,25000,1,0,0,0,502500.00000000006
2013,127300.00000000001,120000,1,0,0,0,127300.00000000001
2009,100500.0,70000,0,0,0,0,100500.0
2009,77049.33,106000,0,0,0,2,77049.33
2010,214400.0,120000,0,0,0,2,214400.0
2019,201000.0,120000,2,0,0,0,201000.0
2016,184250.0,160000,0,0,0,0,184250.0
2010,93800.0,120000,0,0,0,1,93800.0
2020,556100.0,10000,0,0,0,0,556100.0
2013,254600.00000000003,50000,0,0,0,0,254600.00000000003
2010,100500.0,90000,0,0,0,1,100500.0
2008,33500.0,70000,0,0,0,0,33500.0
2008,103850.0,100000,1,0,0,0,103850.0
2008,103850.0,100000,1,0,0,0,103850.0
2010,201000.0,80000,0,0,0,0,201000.0
2018,201000.0,16584,0,1,0,0,201000.0
2016,257950.00000000003,38000,1,1,0,0,257950.00000000003
2010,148070.0,51000,0,1,0,0,148070.0
2016,255270.00000000003,38000,1,1,0,0,255270.00000000003
2015,168169.33000000002,35000,0,1,0,0,168169.33000000002
2002,40200.0,120000,0,0,0,2,40200.0
2016,254600.00000000003,38000,1,1,0,0,254600.00000000003
2008,120600.0,144000,1,0,0,2,120600.0
2017,503170.00000000006,64000,1,1,0,0,503170.00000000006
2015,837500.0,60000,1,1,1,0,837500.0
2014,154099.33000000002,65000,0,1,0,0,154099.33000000002
2019,837500.0,24000,1,0,0,0,837500.0
2014,523940.00000000006,58000,1,1,0,1,523940.00000000006
2014,522600.00000000006,58000,1,1,0,1,522600.00000000006
2016,164150.0,68000,0,1,0,0,164150.0
2011,215070.0,81257,1,1,0,0,215070.0
2017,341699.33,44000,1,1,0,0,341699.33
2015,73700.0,45000,0,1,0,0,73700.0
2013,268000.0,75000,1,1,0,0,268000.0
2013,247900.00000000003,90000,0,0,0,0,247900.00000000003
2007,117250.0,80000,1,0,0,1,117250.0
1998,670000.0,35000,0,0,1,1,670000.0
2013,62176.00000000001,25000,0,0,0,1,62176.00000000001
2014,194970.0,90000,1,0,0,0,194970.0
2013,62176.00000000001,25000,0,0,0,1,62176.00000000001
2013,224450.0,110000,1,0,0,2,224450.0
2013,113900.0,35000,0,0,0,0,113900.0
2019,197650.0,10000,0,0,0,0,197650.0
2019,251250.00000000003,10000,0,0,0,0,251250.00000000003
2012,144050.0,70000,0,0,0,1,144050.0
2009,100500.0,110000,1,0,0,1,100500.0
2003,40200.0,5000,0,0,0,1,40200.0
2006,34840.0,120000,0,0,0,2,34840.0
2009,53600.0,90000,3,0,0,1,53600.0
2012,93800.0,70000,0,0,0,1,93800.0
2008,80400.0,90000,0,0,0,1,80400.0
2006,73700.0,120000,1,0,0,2,73700.0
2012,187600.0,110000,1,0,0,3,187600.0
2016,301500.0,50000,1,0,0,1,301500.0
2018,770500.0,58000,1,0,0,0,770500.0
2018,435500.0,15000,1,0,0,0,435500.0
2015,201000.0,60000,0,0,0,1,201000.0
2015,48910.0,57000,0,0,0,0,48910.0
2015,268000.0,87000,1,0,0,2,268000.0
2017,201000.0,70000,0,0,0,0,201000.0
2012,201000.0,30000,0,0,1,1,201000.0
2012,301500.0,80000,1,0,0,0,301500.0
2009,134000.0,100000,0,0,0,1,134000.0
2019,388600.0,40000,0,0,0,0,388600.0
2017,368500.0,3917,0,0,0,0,368500.0
2007,127300.00000000001,160000,1,0,0,1,127300.00000000001
2017,301500.0,35000,1,0,0,0,301500.0
2014,147400.0,70000,0,0,0,0,147400.0
2012,207700.0,69069,0,1,0,0,207700.0
2019,435500.0,13500,0,0,0,0,435500.0
2014,201000.0,59059,0,1,0,0,201000.0
2013,134000.0,70000,0,0,0,0,134000.0
2012,190950.0,39039,0,1,0,0,190950.0
2014,224450.0,33033,0,1,0,0,224450.0
2011,247900.00000000003,55168,0,0,0,1,247900.00000000003
2013,251250.00000000003,41041,0,1,0,0,251250.00000000003
2009,157450.0,67067,0,1,0,0,157450.0
2013,231150.0,66066,0,1,1,0,231150.0
2013,244550.00000000003,82082,1,1,0,0,244550.00000000003
2014,268000.0,48000,0,0,0,0,268000.0
2015,167500.0,30000,0,0,0,0,167500.0
2012,311550.0,70070,1,1,1,0,311550.0
2017,201000.0,10000,0,0,0,0,201000.0
2018,438850.0,25000,0,0,0,0,438850.0
2016,234500.0,30000,2,0,0,1,234500.0
2015,335000.0,50000,0,1,1,0,335000.0
2015,311550.0,63063,0,1,1,0,311550.0
2008,176210.0,70000,1,0,0,0,176210.0
2012,167500.0,90000,0,0,0,0,167500.0
1999,40200.0,90000,0,0,0,3,40200.0
2005,46900.0,90000,0,0,0,2,46900.0
2016,167500.0,30000,0,0,0,0,167500.0
2016,154099.33000000002,80000,0,0,0,0,154099.33000000002
2011,130650.00000000001,120000,1,0,0,0,130650.00000000001
2016,180900.0,22000,0,0,0,0,180900.0
2017,435500.0,140000,1,0,0,0,435500.0
2014,247900.00000000003,80000,1,0,0,1,247900.00000000003
2016,341699.33,40000,1,0,0,0,341699.33
2011,187600.0,33000,0,0,0,0,187600.0
2010,120600.0,40000,0,0,0,0,120600.0
2018,201000.0,10500,0,0,0,0,201000.0
2013,268000.0,107000,1,0,0,0,268000.0
2010,140700.0,60000,0,0,0,1,140700.0
2006,60300.0,120000,0,0,0,1,60300.0
2010,148740.0,70000,0,0,0,0,148740.0
2015,160800.0,50000,0,0,0,1,160800.0
2013,301500.0,70000,1,0,0,1,301500.0
2017,435500.0,6000,0,0,0,0,435500.0
2010,134000.0,78000,1,1,0,1,134000.0
2011,140700.0,72000,1,1,0,2,140700.0
2011,50250.0,9528,0,1,0,0,50250.0
2011,301500.0,135200,1,1,0,0,301500.0
2011,147400.0,58000,0,1,0,1,147400.0
2013,217750.0,78000,1,1,0,1,217750.0
2018,301500.0,45000,0,0,0,0,301500.0
2017,552750.0,35000,1,0,0,0,552750.0
2007,83750.0,76000,0,1,0,2,83750.0
2015,291449.33,100000,1,0,0,2,291449.33
2011,324949.33,99000,1,0,0,1,324949.33
2009,117250.0,80000,1,0,0,2,117250.0
2006,147400.0,120000,0,0,0,2,147400.0
2020,837500.0,1100,0,1,0,0,837500.0
2017,144050.0,34000,0,1,0,0,144050.0
2014,418750.0,68000,1,1,0,0,418750.0
2018,412050.0,15000,1,0,0,0,412050.0
2012,87100.0,58000,1,1,0,0,87100.0
2013,117250.0,50300,1,0,0,0,117250.0
2011,100500.0,70000,1,0,0,1,100500.0
2011,130650.00000000001,60000,1,0,0,2,130650.00000000001
2020,368500.0,90000,1,0,0,0,368500.0
2018,1005000.0000000001,40000,1,0,0,0,1005000.0000000001
2010,268000.0,80000,0,0,0,1,268000.0
2019,904500.0,15000,1,0,0,0,904500.0
2015,145390.0,45000,0,0,0,0,145390.0
2011,194300.0,130000,1,0,0,1,194300.0
2018,469000.0,80000,1,0,0,0,469000.0
2014,117250.0,40000,0,0,0,0,117250.0
2017,385250.0,80000,1,0,0,0,385250.0
2016,254600.00000000003,100000,1,0,0,1,254600.00000000003
2013,234500.0,151624,1,0,0,1,234500.0
2012,301500.0,160000,1,0,0,0,301500.0
2005,87100.0,110000,2,0,0,1,87100.0
2015,214400.0,74820,1,0,0,0,214400.0
2014,368500.0,82000,1,0,0,0,368500.0
2015,247900.00000000003,50000,0,0,0,1,247900.00000000003
2010,77049.33,70000,0,0,0,1,77049.33
2020,737000.0,1000,0,0,0,0,737000.0
2006,113900.0,170000,1,0,0,0,113900.0
2008,53600.0,150000,1,0,0,2,53600.0
2019,636500.0,17000,1,0,0,0,636500.0
2014,284750.0,150000,1,0,0,0,284750.0
2015,335000.0,80000,1,0,0,0,335000.0
2005,46900.0,170000,0,0,0,2,46900.0
2013,233830.0,120000,1,0,0,0,233830.0
2012,221100.0,90000,0,0,0,2,221100.0
2010,80400.0,90000,0,0,0,2,80400.0
2013,288100.0,100000,1,0,0,1,288100.0
2014,261300.00000000003,90000,1,0,0,0,261300.00000000003
2012,150750.0,129000,1,0,0,0,150750.0
2010,234500.0,186000,1,0,1,1,234500.0
2009,67000.0,66778,1,0,0,0,67000.0
2014,127300.00000000001,50000,0,0,0,0,127300.00000000001
2014,211050.0,110000,1,0,0,1,211050.0
2015,201000.0,60000,1,0,0,1,201000.0
2016,187600.0,40000,0,0,0,0,187600.0
2017,1105500.0,55000,1,1,0,0,1105500.0
2015,197650.0,21000,0,1,0,1,197650.0
2012,1373500.0,66363,0,1,1,1,1373500.0
2018,988250.0000000001,11700,0,1,1,0,988250.0000000001
2017,737000.0,10000,0,0,1,0,737000.0
2014,2948000.0,100000,1,0,1,1,2948000.0
2016,448900.0,7104,0,2,0,0,448900.0
2015,502500.00000000006,45974,1,2,0,0,502500.00000000006
2015,509200.00000000006,55340,0,2,0,0,509200.00000000006
2017,569500.0,20000,0,1,1,1,569500.0
2015,261300.00000000003,61585,1,2,0,0,261300.00000000003
2016,301500.0,39415,0,2,1,1,301500.0
2014,284750.0,29654,0,2,0,0,284750.0
2016,515900.00000000006,64672,1,2,0,0,515900.00000000006
2015,770500.0,54634,1,2,1,1,770500.0
2015,519250.00000000006,66521,0,2,0,0,519250.00000000006
2019,482400.0,3000,0,0,1,0,482400.0
2018,1155750.0,23974,1,1,1,1,1155750.0
2018,361130.0,10000,0,0,0,0,361130.0
2017,281400.0,50000,0,0,0,0,281400.0
2001,56950.0,70000,0,0,0,2,56950.0
2004,95140.0,73000,0,0,0,3,95140.0
2014,120600.0,76000,0,0,0,1,120600.0
2014,268000.0,120000,1,0,0,1,268000.0
2009,241200.0,170000,1,0,1,2,241200.0
2003,56950.0,110000,0,0,0,1,56950.0
2016,234500.0,63400,0,0,0,0,234500.0
2015,254600.00000000003,25000,0,0,0,0,254600.00000000003
2009,93800.0,80000,0,0,0,2,93800.0
2012,134000.0,90000,0,0,0,0,134000.0
2011,100500.0,157000,0,0,0,0,100500.0
2012,100500.0,80000,1,0,0,1,100500.0
2006,60300.0,40000,0,0,0,1,60300.0
2007,201000.0,100000,1,0,0,1,201000.0
2017,187600.0,50000,0,0,0,0,187600.0
2011,134000.0,40000,0,0,0,0,134000.0
2009,73700.0,38500,0,0,0,1,73700.0
2008,93800.0,103921,0,0,0,1,93800.0
2020,703500.0,10000,1,0,0,0,703500.0
2018,770500.0,14825,0,1,0,0,770500.0
2016,609700.0,43377,1,1,0,0,609700.0
2010,107200.0,102307,1,1,0,0,107200.0
2004,70350.0,79000,0,0,0,1,70350.0
2014,804000.0,135000,1,0,1,2,804000.0
2018,201000.0,10500,0,0,0,0,201000.0
2004,46900.0,90000,0,0,0,3,46900.0
2012,107200.0,110000,1,0,0,0,107200.0
2012,107200.0,50000,1,0,0,0,107200.0
2013,150750.0,80000,1,0,0,0,150750.0
2018,529300.0,19571,1,1,0,0,529300.0
2002,97150.0,100000,0,0,0,0,97150.0
2018,804000.0,29600,0,1,0,0,804000.0
2018,623100.0,20000,1,0,0,0,623100.0
2016,140700.0,30000,0,0,0,0,140700.0
2008,73700.0,154000,1,0,0,2,73700.0
2011,117250.0,70000,0,0,0,0,117250.0
2018,636500.0,15000,1,0,1,0,636500.0
2017,435500.0,40000,1,0,0,0,435500.0
2019,368500.0,51000,0,0,0,0,368500.0
2008,56950.0,120000,0,0,0,1,56950.0
2019,227800.0,50000,0,0,0,0,227800.0
2017,552750.0,13500,1,0,0,0,552750.0
2016,341699.33,35000,0,0,0,0,341699.33
2013,301500.0,1000,1,1,0,1,301500.0
2018,2546000.0,10000,1,1,1,0,2546000.0
2013,1058600.0,86000,1,1,1,0,1058600.0
2019,3316500.0,30000,1,1,1,0,3316500.0
2016,358450.0,52600,1,0,0,0,358450.0
2012,150750.0,110000,0,0,0,1,150750.0
2017,368500.0,19890,0,1,1,0,368500.0
2016,448900.0,7104,0,2,0,0,448900.0
2015,418750.0,11918,0,2,0,0,418750.0
2017,348400.0,10510,0,1,1,0,348400.0
2016,160130.0,41000,0,1,0,0,160130.0
2017,1742000.0,47162,1,2,1,0,1742000.0
2015,502500.00000000006,45974,1,2,0,0,502500.00000000006
2012,154099.33000000002,49824,0,1,0,0,154099.33000000002
2013,871000.0,58500,1,1,1,0,871000.0
2005,53600.0,56580,0,1,0,0,53600.0
2012,257950.00000000003,52000,1,1,0,0,257950.00000000003
